 const           X2              X3              X4              X5              X6              X7              X8              X9              U1              U0              V               wage1           wage0           state           wage          
1.0              0.920505        1.868198        0.454043       -0.083498       -0.084269        1.531108       -1.270551       -0.301397       -0.264215        2.815733e-01    0.493759        0.529676        0.611945       1.0              0.529676      
1.0             -0.370019       -1.226312        1.685165       -0.608934       -0.526294       -1.008791       -1.743468        0.022775       -0.178922       -3.632090e-02    0.268509        2.464235        0.919869       1.0              2.464235      
1.0             -0.171711       -1.932017        0.924193       -0.811776       -1.594288       -0.324059        0.045683        1.341528       -0.272360       -1.307613e-01    0.344855        2.266550        0.901392       0.0              0.901392      
1.0             -1.507682       -0.613606       -1.220892       -0.029769       -0.541056       -1.802911       -0.218872       -1.444397       -0.024012        2.442141e-01   -0.946021       -0.456612        0.297433       1.0             -0.456612      
1.0             -1.470337        0.514555       -0.479816       -0.591752        0.709322        0.528339        0.729979       -0.882471       -0.103970        2.387976e-01   -0.977469       -0.669568        0.089413       1.0             -0.669568      
1.0              1.191848       -0.877936       -0.850946        1.033576       -0.056648        1.313463        0.402630        1.039669        0.114348        2.579588e-01    0.436246        1.770819        1.237320       0.0              1.237320      
1.0             -0.865895        0.853910        0.758624       -0.724071       -1.111239        0.951262        2.466692        0.336158       -0.290368        3.599188e-01    0.116662        0.205671        0.484028       0.0              0.484028      
1.0              0.488685       -0.397648        1.371701        0.194542        0.772832       -0.854177        0.640505        0.488560       -0.234268        1.865172e-02    0.260093        2.313435        1.006385       0.0              1.006385      
1.0              0.293562       -2.393641        0.717555        0.233067        1.135247        0.737494       -0.606714        0.703641       -0.442283        1.217305e-01   -1.551190        2.616995        1.456835       1.0              2.616995      
1.0             -0.218976        1.315283       -1.318390        0.022970        0.661115        0.076483        0.339447       -0.796024        0.349825        5.243519e-02   -1.921046       -0.503513       -0.069625       1.0             -0.503513      
1.0             -0.303065       -0.397871       -3.717767        0.266569       -0.763736        0.038348        0.316246        0.396503       -0.044607       -1.016424e-01    2.241253       -1.767585       -0.208458       0.0             -0.208458      
1.0              0.646737       -0.677788        0.530620        1.188745        1.581486        0.076395       -1.182807       -0.425344       -0.087473       -9.231126e-02    1.235686        2.222513        0.956586       0.0              0.956586      
1.0             -0.300163        0.340849        1.422504       -1.519374        0.063975       -1.103945       -0.070472        2.412545        0.164253       -2.328049e-01   -1.648070        1.636978        0.205273       0.0              0.205273      
1.0             -1.191959        0.914593       -0.607256       -0.001041       -0.651379        1.529414        0.888289       -2.138364        0.142408       -2.806602e-01    0.463567       -0.495367       -0.425297       1.0             -0.495367      
1.0             -1.978415       -1.532375       -1.227779        0.047524       -0.236442        1.130244       -1.541805       -1.311466        0.362294        2.042351e-02   -1.479024        0.185135        0.194303       1.0              0.185135      
1.0              0.163032       -0.285829        0.817023       -0.428839       -1.345778       -0.674671        1.031507       -0.812170        0.037329        6.652462e-02   -0.430631        1.826829        0.783108       1.0              1.826829      
1.0              0.546236        2.387905       -1.481978        0.299356        1.555093        0.634302       -0.556912        0.839905       -0.054090        1.047232e-01   -1.799656       -1.158709       -0.097370       1.0             -1.158709      
1.0             -0.643272        0.139615       -0.130118        0.368311        1.318352        0.253901        1.091082       -1.718716       -0.229897       -2.617670e-01   -0.160848        0.284449        0.051944       1.0              0.284449      
1.0              0.111204        0.285955        0.557892       -0.125838       -0.555672        0.878552       -0.654314        0.063360        0.165873        4.171847e-02   -0.192064        1.460590        0.583372       1.0              1.460590      
1.0             -0.295330       -0.738344        0.235287        0.114487        1.187657       -0.314577        0.114412        1.887763        0.179024        3.968267e-01   -2.379729        1.610284        1.062694       1.0              1.610284      
1.0              1.722841       -0.618930       -0.396731       -2.993521       -0.488314        0.868480        1.332233       -0.676786       -0.406947        2.288081e-01   -0.074223        1.119208        0.960357       1.0              1.119208      
1.0             -1.112098        0.184352       -0.420733       -0.225532       -0.645770        0.105314        1.381284        0.632183       -0.037535        5.736211e-02    0.138846       -0.119675        0.130122       0.0              0.130122      
1.0             -0.979571        0.395096       -0.859899       -0.878445       -0.068752       -1.514539        0.743927        1.067604        0.310297        2.334045e-02    0.674207       -0.248026       -0.065932       0.0             -0.065932      
1.0             -1.405539       -0.258161       -1.406641        1.526993       -2.275067       -1.240535        0.991657       -0.182599        0.082412       -1.499568e-01   -0.418436       -0.389713       -0.040518       1.0             -0.389713      
1.0              1.538354        0.536974        1.244117       -2.585370        0.786230       -1.116096        1.788314       -2.246134        0.081049       -1.682968e-01    0.188487        2.165392        0.551839       0.0              0.551839      
1.0              0.096435        0.714345       -0.420855       -0.223789       -0.603180        1.084523        0.061489       -0.137928       -0.080831        4.128832e-02    0.338828        0.213796        0.287226       1.0              0.213796      
1.0              1.034303       -1.232072       -0.497769        0.420543        0.923419        0.861916        0.469091       -1.377115       -0.111513       -3.206992e-02    0.080037        1.825694        0.999358       1.0              1.825694      
1.0              0.756092       -0.446301       -1.156333        0.599645       -0.573742       -0.115217       -0.842325       -0.989888       -0.117181        8.962362e-02    0.156612        0.760061        0.750979       1.0              0.760061      
1.0              1.283635        0.253130        0.139562        0.100332        1.447529       -0.405664       -0.313710        1.063411        0.310907       -2.482909e-01    0.612088        1.993758        0.549065       0.0              0.549065      
1.0             -1.425175       -0.585002       -0.371513        0.519202       -0.230399       -1.685810       -0.533742        0.670114        0.020217       -5.991967e-02   -1.227598        0.343905        0.211398       1.0              0.343905      
1.0              0.773032        0.885712        0.844110        0.190844        0.173292        0.204272       -0.260972        0.106265       -0.206756       -8.647221e-03    0.780539        1.387591        0.630694       0.0              0.630694      
1.0             -1.205554       -0.685413        0.840655       -0.925656       -1.043799        0.341280        0.143980        1.468745       -0.064292        3.964407e-01    1.409859        1.128248        0.821070       0.0              0.821070      
1.0              0.472487        1.815446       -0.104448        0.681342        0.230698        0.421374       -0.900244       -1.072121        0.068018        3.811477e-02   -0.679849        0.339426        0.244442       1.0              0.339426      
1.0              0.376466       -0.336925        0.318785       -0.241127        1.608741       -0.451967       -1.726387       -0.833654        0.060935       -7.812705e-02   -0.322468        1.650175        0.636350       1.0              1.650175      
1.0             -0.538582        0.175992        1.661955       -0.983442        0.182027       -0.217018       -0.133160        0.001534        0.013155       -2.380020e-01   -0.020406        1.708909        0.276550       1.0              1.708909      
1.0              0.687896        0.046802        0.604506       -0.982806        2.282843       -0.698910        0.213307       -1.019041        0.204511        1.933372e-01   -0.509863        1.854385        0.866690       1.0              1.854385      
1.0              0.047303       -0.159678       -0.190449       -0.104298        0.307427       -0.606874        0.043894        0.764426       -0.063274        1.890047e-01    0.169766        0.881646        0.697819       0.0              0.697819      
1.0              0.909709        0.365884       -0.144256       -1.847029        0.863267       -0.410272       -1.458210        0.903525       -0.079453        1.468055e-01   -0.034289        0.817167        0.577675       1.0              0.817167      
1.0              1.755507        1.763610        2.539121        0.359446        0.603941        0.257250        0.464243       -1.457748       -0.203925        1.529078e-01   -0.508654        2.754329        1.135236       1.0              2.754329      
1.0             -1.304787        0.419411        1.103395        0.615664       -0.505388       -1.735994        0.747727        0.197122       -0.024841        2.808997e-01    0.544307        0.936720        0.597075       0.0              0.597075      
1.0              1.065244        1.306802        0.308269       -0.392565       -0.537772        1.376238        1.425223        0.682177       -0.372352        1.380543e-02    1.915649        0.655479        0.467964       0.0              0.467964      
1.0              1.831925        0.657792       -0.337008       -0.595556       -0.228049        1.804170        0.001259        0.481724        0.172400       -1.837183e-02    0.358897        1.467292        0.662668       1.0              1.467292      
1.0              0.977785        0.273771       -1.078155        1.854953        0.296689        0.326473       -0.528127        2.011184       -0.002912       -5.679127e-02   -1.213269        0.851326        0.615198       1.0              0.851326      
1.0             -2.085741       -0.366178        0.184844        0.470422       -0.256799       -0.315636        1.363845        0.091071        0.239564        4.935222e-02   -0.274885        0.487679        0.189975       0.0              0.189975      
1.0              0.713725        1.278033       -1.354632        0.195209        0.076215       -0.215091        0.946602       -0.169544        0.436551       -2.038652e-01   -0.077221        0.120870       -0.067995       0.0             -0.067995      
1.0             -0.217545       -0.878145       -2.029355       -1.233529       -0.012635        0.907719        2.168405        0.350502       -0.190805        1.056127e-01   -0.182134       -0.557532        0.293527       0.0              0.293527      
1.0             -1.521492       -0.307985        0.337547        1.555112        1.098871        1.583985        0.658970       -0.861337        0.074757        4.443102e-01    0.053873        0.887150        0.848034       1.0              0.887150      
1.0             -0.585834        0.571839       -0.508952       -0.428254        0.780102        0.116911       -0.313695        1.552764       -0.119060       -2.981680e-01   -2.271931       -0.222207       -0.225626       1.0             -0.222207      
1.0              1.027056        1.019545        0.458954       -1.644233       -0.267169       -0.693943       -2.407514        0.558790       -0.102798       -8.368397e-03    0.272282        0.983025        0.412404       1.0              0.983025      
1.0             -2.163910        2.531230        2.938344        0.851486        0.701186        0.359194        0.795865       -1.432353        0.117402       -1.492524e-01   -0.613777        0.852029       -0.242972       1.0              0.852029      
1.0              0.903551       -0.135539       -0.385243        0.372670       -0.159831       -1.173317       -1.123966        0.394200        0.049299       -1.847883e-01    0.358419        1.382899        0.548851       1.0              1.382899      
1.0             -0.045366       -1.152225        0.450220        0.593709       -0.612957       -0.445628        0.638038       -0.354319        0.274287        1.698948e-01   -0.910519        2.310534        1.090342       1.0              2.310534      
1.0             -1.042208       -1.130523        1.425939       -0.310519        1.706661        0.808470       -0.482967       -2.080270       -0.147703       -2.599637e-01    0.305241        1.919765        0.484014       1.0              1.919765      
1.0             -0.174090        0.987738        0.285893       -0.213316       -1.261237       -0.636787       -0.650477        0.454872       -0.204202        6.274762e-03    2.025624        0.323769        0.239500       0.0              0.239500      
1.0             -0.628667        0.513092       -0.447627       -0.541289        0.354608        1.106806       -0.306400       -1.189308       -0.077459       -1.414718e-01    0.383778       -0.142993       -0.065186       1.0             -0.142993      
1.0             -0.528555       -0.830888        0.269664       -0.930642       -1.293365        1.145410        1.598192       -0.419501       -0.023222       -4.426503e-01   -1.476532        1.193920        0.090267       1.0              1.193920      
1.0             -0.037171        0.160246        2.546010        1.102480       -0.424684        0.787957        0.619250       -0.191615        0.127889       -3.815072e-02    1.092285        3.101445        0.970457       0.0              0.970457      
1.0              0.180781        0.220887        1.018716        1.157588        1.372803        0.251338       -0.109589        0.275536       -0.101404        2.665440e-01   -0.137126        1.814894        1.050680       0.0              1.050680      
1.0              1.880838       -1.176200       -1.344696       -1.010335       -0.600198        0.481770        0.896007       -0.254576        0.086850        2.741820e-01    0.973185        1.601658        1.216264       0.0              1.216264      
1.0             -0.173221       -0.816793        1.486788        1.143498        0.009282        0.012435        1.137172        1.399272       -0.266620        1.964276e-01   -1.135058        2.380329        1.236266       0.0              1.236266      
1.0             -0.609548       -0.732250        0.028802       -0.051291        0.211316       -0.455038        0.366002       -1.719802        0.191372       -1.652422e-01   -0.574723        1.263267        0.366077       1.0              1.263267      
1.0              0.900616       -0.385899       -0.668230       -1.360576       -0.454679        0.063505       -0.529707        0.721967        0.241643       -2.505947e-01    0.632324        1.230256        0.325035       0.0              0.325035      
1.0              1.053991        0.236134        1.737677        0.450515       -0.892368       -0.839275       -0.935181        0.719538        0.093828       -2.909082e-01   -0.955314        2.919515        0.769333       1.0              2.919515      
1.0             -0.216638       -1.973840       -0.364377        0.017844        1.232057       -0.384221        0.550505        0.522082       -0.013185        2.643583e-01    1.797293        1.679724        1.149784       0.0              1.149784      
1.0             -0.474848       -0.774637       -0.978042       -0.209422       -0.482384       -0.307698       -0.420246        0.586770        0.151286       -1.008556e-01   -1.083262        0.536786        0.282003       1.0              0.536786      
1.0              0.899262        0.549645        1.014484        0.171338        1.926436       -0.719155       -0.831140       -1.310989       -0.094817       -1.959559e-01    0.696791        1.881713        0.589468       1.0              1.881713      
1.0             -1.229570        1.105826        1.177150       -0.607578        0.394944        0.566455        0.718611        0.415677       -0.000063        1.600747e-01    0.972362        0.488366        0.212701       0.0              0.212701      
1.0             -0.685263       -0.422247       -0.025517        0.474801        2.625622        0.753258        0.405208        1.959491       -0.086732        3.152192e-01    0.053357        0.811623        0.790502       0.0              0.790502      
1.0              0.411062        0.057682        0.729998        1.657728       -0.317390       -0.111353       -0.662871        0.998844        0.049793        1.948977e-01    0.232418        2.044016        1.077691       0.0              1.077691      
1.0             -0.026106       -0.615909        1.198112       -0.127785       -0.254945        0.023278       -0.896811        1.619182       -0.168399       -4.260941e-02    0.811428        2.033710        0.807004       0.0              0.807004      
1.0              0.470873        0.360777       -0.968675        1.211285       -1.409521        1.346436       -0.903168        0.104317       -0.066446        7.999748e-03    0.741389        0.441056        0.484366       1.0              0.441056      
1.0              0.195086        1.070575        1.281682       -0.396912       -0.404894        2.361886        1.391801       -0.951301        0.190222       -1.394804e-01   -1.094395        1.600474        0.324696       1.0              1.600474      
1.0              0.270702       -0.530515        0.369960        0.415997       -1.516363        1.117566        0.331835       -0.347215        0.046334        1.257368e-01   -0.354897        1.824809        0.936515       1.0              1.824809      
1.0             -0.198939       -1.063480        1.810051        0.209440       -1.708367        0.510744       -0.861327       -1.431070        0.018682        2.238461e-01   -0.396707        2.887553        1.284993       1.0              2.887553      
1.0             -0.728396       -0.285873        2.755541       -0.884293       -1.586526        0.245680        0.671466       -0.338258       -0.032399        3.149908e-02   -1.687770        2.655369        0.818556       1.0              2.655369      
1.0              0.136688        0.488735        1.350471        1.465858        0.633634        2.274300       -0.511319        2.376559       -0.362364        7.493813e-02    0.562701        1.679064        0.868610       0.0              0.868610      
1.0             -0.102354        2.220233       -0.216586       -1.801010        1.066875       -0.031716       -0.885972       -1.017480        0.028177        8.944314e-02   -1.187500       -0.713537       -0.218869       1.0             -0.713537      
1.0              0.515325        0.277267        1.458632        1.571841       -0.194744        0.000157       -0.895727        1.680622        0.295945       -9.603797e-02    0.565757        2.762969        0.877694       0.0              0.877694      
1.0              0.445490       -0.327989       -1.069705       -1.023220       -0.566302        1.036872       -0.306868       -0.730633        0.243029        2.026216e-01   -1.060690        0.696083        0.609743       1.0              0.696083      
1.0             -0.810545        0.256686        0.501888        0.805537       -0.162390       -1.459025        0.356255        0.851447       -0.328005       -5.651749e-02    2.111627        0.573465        0.339579       0.0              0.339579      
1.0              0.420026       -1.659690       -1.291517        1.179399        0.822043        0.476415        1.915350       -1.349583       -0.117732        1.539083e-01   -1.029572        1.234221        1.072302       1.0              1.234221      
1.0             -0.264761       -0.924380        0.042716       -1.748630        0.426930       -0.211740       -0.492633        0.545013       -0.037245        2.898819e-02    0.666356        1.080057        0.532154       0.0              0.532154      
1.0              0.711043        0.435138       -0.605487       -1.236897        0.809701        0.269414        0.858269        1.149212       -0.147005       -5.193219e-01   -0.256682        0.347261       -0.178098       0.0             -0.178098      
1.0             -0.114059        0.333371       -0.189661       -0.592638       -0.107974        1.609287       -1.643882       -2.882568        0.047280        2.376910e-01    1.346271        0.553903        0.531571       1.0              0.553903      
1.0             -0.542119        1.337548        1.519487        0.386711        1.105054       -0.809791        0.733779       -0.085750        0.094537        2.021733e-01   -0.402727        1.248475        0.529672       0.0              0.529672      
1.0              0.340636        2.492659       -0.546724        0.589084        0.455224        1.068533       -1.185089        1.496301       -0.377752        3.766429e-02    1.843712       -0.903593       -0.049620       0.0             -0.049620      
1.0              0.232034        0.998329       -0.290235        0.927279        0.028701       -1.715175       -0.974213       -1.015403        0.112220        1.756004e-01   -0.170924        0.601527        0.520404       1.0              0.601527      
1.0              0.110093       -0.074269        0.436669        0.752468       -1.347853        0.715829        0.200093        0.673850        0.146398       -1.017526e-01    1.388152        1.685036        0.596732       0.0              0.596732      
1.0              0.851936        0.090896       -2.556801        0.539427        1.932428       -0.574804       -0.712409       -0.182085        0.238977        9.564392e-02   -0.708568       -0.195419        0.390908       1.0             -0.195419      
1.0             -0.176599        0.498936       -0.891185       -1.186702       -1.215661       -0.168472       -0.748342       -0.888476        0.505426       -6.324442e-02    0.557126        0.263720       -0.010195       1.0              0.263720      
1.0              1.805151       -0.531154        3.959417        1.906674        0.560148        0.430345        0.055463        0.966339        0.088480       -5.737704e-02    0.501267        5.660024        1.926594       0.0              1.926594      
1.0              0.352501        1.001170        1.382865        0.435810       -0.887642       -0.915451       -0.307660        0.054286        0.140120        1.355626e-01   -1.412681        1.881722        0.757657       1.0              1.881722      
1.0             -0.029689        2.591089        0.729417        1.438254        1.410221        0.796457        0.929441       -0.258881        0.225451       -1.768329e-01    1.661316        0.534558       -0.074215       0.0             -0.074215      
1.0              0.584309        0.783896        0.810531        0.462190        0.833078        2.358442       -0.467502        0.895060       -0.143664        2.714811e-01    0.903792        1.419156        0.909507       1.0              1.419156      
1.0              1.555792       -0.262221        1.499101        0.837074        1.016575       -0.647378       -0.546948       -1.006145       -0.444570        1.623914e-01   -1.674987        2.815995        1.473645       1.0              2.815995      
1.0              0.005365       -1.709514        1.275629        0.771865       -0.839479        0.669739       -0.204932       -0.781244        0.357606        1.261333e-02    1.219081        3.382103        1.251622       1.0              3.382103      
1.0              0.749718       -1.457436       -1.484747        1.232814        0.546753       -0.987927       -1.101358        1.095616        0.021049       -3.542811e-01    1.751837        1.306122        0.567719       0.0              0.567719      
1.0             -2.442365        0.297260        0.344398       -0.957680        1.297720       -1.382755       -1.610407        0.803216       -0.474013       -1.049500e-01   -1.586880       -0.892926       -0.337188       1.0             -0.892926      
1.0             -1.387317        0.375008        0.510144       -2.104701        1.216146        0.342666        0.523888       -0.891228       -0.070198       -1.912041e-01   -0.616600        0.000641       -0.258137       1.0              0.000641      
1.0              1.801256        0.247714       -1.139665        1.037841        0.164294        2.583325        1.486877       -0.070958       -0.092807        1.779178e-01    1.167291        1.059828        0.975013       0.0              0.975013      
1.0              0.010705       -0.846975        1.536609       -0.303756        0.312114       -0.061963        0.077437       -0.984020       -0.118690        1.035768e-01   -2.020300        2.460380        1.063977       1.0              2.460380      
1.0              1.166993        0.775522       -1.460156        0.208835        0.120302       -0.660133       -1.007668       -0.817457       -0.057385       -3.997449e-01    0.487020        0.079833       -0.037463       1.0              0.079833      
1.0              0.090142       -1.404079        0.321454        2.774943       -1.422587        1.671709       -0.710029       -0.689610        0.268570       -1.256717e-01    1.762694        2.760677        1.086075       1.0              2.760677      
1.0              0.373124       -0.846334       -1.623484        0.419222       -1.104387       -1.976551        0.175725        2.028119       -0.193652       -1.153871e-02   -0.940154        0.312397        0.553769       0.0              0.553769      
1.0             -0.020280        0.357776       -0.920459        0.492523        0.373475       -1.631640        0.174148        0.273158       -0.208100        3.344489e-01    0.589889       -0.046526        0.623919       0.0              0.623919      
1.0             -1.713697        1.775735       -0.273841       -0.297223       -1.423389        1.034658       -0.640777        0.372753       -0.185521        7.488694e-02   -1.514728       -1.384975       -0.392669       1.0             -1.384975      
1.0              0.809619        0.736350       -1.142190        0.360623       -1.928987       -0.295191       -1.496766       -0.481122        0.074399       -2.244800e-02   -0.198829        0.298606        0.329890       1.0              0.298606      
1.0             -0.348262        0.791311       -2.082097       -1.229070       -1.898013        2.055953        0.529519        1.124869       -0.143991       -7.856903e-02    1.199780       -1.548944       -0.358584       0.0             -0.358584      
1.0              1.527730       -0.456495        1.994410       -0.542371       -1.109528       -1.683647       -0.866694        1.394033        0.095136        9.885825e-02   -1.089512        3.608093        1.403915       1.0              3.608093      
1.0             -0.868965       -0.334933       -0.198821        0.006641       -1.005335        1.010948       -0.814841        1.570913       -0.421972        5.434662e-02    0.676819        0.122559        0.383672       1.0              0.122559      
1.0              0.908946        0.662229        0.063604        1.667723       -2.185556       -1.650511        0.476003       -0.431232       -0.146167       -4.076515e-01   -2.211466        1.287279        0.331111       1.0              1.287279      
1.0              1.392201        1.621373        0.550207       -0.211536       -0.373994        0.937592        0.846954        0.455077        0.097991        3.706977e-01   -0.692511        1.343418        0.888657       1.0              1.343418      
1.0              1.055634       -1.042224        0.232763        0.378185        0.421873       -0.219974       -0.331249        0.373977       -0.052249        2.089123e-01    0.119016        2.336417        1.322345       0.0              1.322345      
1.0              0.689300        0.658531       -0.099232        1.059425       -0.977797       -0.639891        0.579104       -0.625513       -0.519176        2.807744e-01    0.963703        0.577191        0.875641       0.0              0.875641      
1.0              0.422016        0.762808        0.542401        1.261693        1.500936        0.006141        1.127268       -1.096472        0.154173        4.171141e-02    0.946794        1.560109        0.675235       0.0              0.675235      
1.0             -0.079076       -0.589156       -0.196279        2.107251       -0.589004        0.211054       -0.737465       -2.290486       -0.023746        2.491400e-01   -0.898582        1.427781        1.052494       1.0              1.427781      
1.0             -1.022823        0.950906        1.176546       -1.455926       -2.138491       -1.480306        0.042281        0.025166        0.011190        1.553452e-01    0.415006        0.568394        0.216358       0.0              0.216358      
1.0             -1.110555       -0.647277       -0.663540       -0.692643        1.096144        0.156847       -1.549876       -0.626009        0.158531        3.854193e-01    0.518684        0.283080        0.581606       1.0              0.283080      
1.0             -0.937014       -1.646302       -2.362378        0.770690       -0.021882        1.719846       -0.858499       -0.916656       -0.028601       -2.283767e-01    0.413417       -0.309084        0.110891       1.0             -0.309084      
1.0             -0.600767        1.560750        1.726748       -0.964782        0.586382        0.390937       -0.107327        0.718522       -0.250325       -1.877543e-02   -0.180848        0.694187        0.140103       1.0              0.694187      
1.0              1.210913        0.207746       -0.106827        1.185426       -1.049467       -0.475297       -0.281611        1.236094        0.220284        2.658478e-01   -0.487726        1.870129        1.119770       1.0              1.870129      
1.0             -0.179299        2.470285       -0.969519       -2.104864       -0.572533       -1.124208       -0.208924       -0.260625        0.095490        7.417362e-02   -0.037041       -1.443269       -0.480631       1.0             -1.443269      
1.0             -1.918717        0.035797       -0.019594        0.246634        0.698960       -1.972814        0.001979        0.619015       -0.234872       -4.000474e-03    0.083830       -0.306191        0.018477       0.0              0.018477      
1.0              0.524333       -0.056151       -1.558306       -1.626394       -0.470800       -1.008796       -1.691788        2.183980        0.028754       -1.160709e-01    1.626514       -0.087690        0.095919       0.0              0.095919      
1.0              0.516114       -1.159294       -1.512761       -0.399487        1.660682        0.472193        0.047755        0.302094       -0.168910       -1.881281e-01    1.679010        0.546886        0.432215       0.0              0.432215      
1.0             -0.251071        0.118460        0.080145        0.260165        0.815819        0.811684       -1.362747        0.046657        0.014919        1.035605e-01   -1.175585        0.900665        0.549178       1.0              0.900665      
1.0             -1.689951        1.009367        1.703048        1.498932       -0.687245       -0.461693       -0.578731       -0.274938        0.288386       -3.687074e-02   -0.352413        1.298400        0.223847       1.0              1.298400      
1.0             -1.002645        1.365131       -0.144853       -0.485399       -0.162576       -0.633858       -0.733989       -1.048012       -0.101698        1.268150e-01    0.484203       -0.610414       -0.050487       1.0             -0.610414      
1.0              2.590662        2.132532       -0.022369       -0.496825       -1.189566       -1.499231        1.116551       -2.698291       -0.067830       -1.249786e-01    1.647051        1.082536        0.438853       0.0              0.438853      
1.0              0.122887        1.400814       -1.123103        0.997968        0.579081       -1.231303        0.068561        0.201088       -0.101144        7.800440e-02    0.565817       -0.513650        0.152068       0.0              0.152068      
1.0              1.570858        0.545899        0.026689       -0.919697       -0.195249       -0.145965       -0.941297       -0.256352        0.129667        2.707068e-01    2.501041        1.566116        0.946016       0.0              0.946016      
1.0              0.691189       -0.435420       -0.036277       -0.006430        0.134469        0.052355       -1.379076        1.277994       -0.174350       -2.590345e-02    0.208976        1.412533        0.754334       1.0              1.412533      
1.0              0.121176       -0.246064       -1.109157        0.025287       -0.168146       -0.966229        1.000200       -0.356511        0.191097        8.584925e-03   -0.878935        0.551421        0.408628       1.0              0.551421      
1.0             -1.042525       -0.044686        1.472834       -2.775981       -0.904420        0.676285       -1.454252        0.495086        0.131516        4.598634e-01    0.923216        1.249428        0.691822       1.0              1.249428      
1.0             -0.946500        0.881171       -0.963690       -0.597027       -1.336648       -0.596975       -0.144482       -1.373975        0.214501        1.424155e-01   -0.528359       -0.629981       -0.052948       1.0             -0.629981      
1.0              0.092264       -0.987777       -0.775540       -0.465493        0.623243       -0.466610        0.171412       -0.260022        0.380924       -1.484315e-01    0.652833        1.312663        0.443919       0.0              0.443919      
1.0             -1.204529        1.184995       -0.315752       -0.311674       -0.861704        0.792780       -1.755108        1.987849        0.424804        1.066949e-01    0.684890       -0.198083       -0.089221       1.0             -0.198083      
1.0              1.368171        0.295129       -1.142506        1.618383       -1.370621       -0.021824        0.492203       -1.778723        0.165008       -1.715816e-01    1.075399        1.138803        0.559783       1.0              1.138803      
1.0              0.379901       -0.258684        0.433329        0.192666       -1.659485        0.741172       -0.607962        1.455307        0.280481       -1.494456e-01    0.125187        1.981922        0.609022       1.0              1.981922      
1.0             -0.309016       -0.221897       -0.799059       -1.077865        0.633120        0.931866       -0.297847       -1.351168        0.170829       -3.415892e-01    0.343644        0.342120       -0.111464       1.0              0.342120      
1.0              0.237516        1.469485       -1.635822       -0.822586        1.142710       -0.084301        0.692820        1.279303        0.179719        1.191835e-01   -0.465590       -0.876570       -0.065371       0.0             -0.065371      
1.0             -0.842059       -0.493305        0.984537       -0.559445        0.419335        1.454647        0.722049        0.851127        0.096184       -8.076383e-02   -0.301948        1.549237        0.449153       1.0              1.549237      
1.0             -0.413834       -1.214530       -0.571560       -1.114192       -0.716882        0.184813        0.340194       -0.274943       -0.371049       -9.778456e-02    0.342779        0.459110        0.395370       1.0              0.459110      
1.0             -0.347546       -0.228065       -0.877221        0.318081       -0.785570       -0.321132        0.858489        0.452269        0.003123       -2.064294e-01    1.118944        0.313812        0.139405       0.0              0.139405      
1.0              1.823297       -0.748784       -1.648525       -0.422228        1.171530        1.435413        0.301754       -1.406332        0.372519        3.830835e-03    0.006758        1.479942        0.826578       1.0              1.479942      
1.0              0.915673        1.339197        0.177446       -0.098928       -0.938267        0.321682        0.376379        0.273192       -0.056698       -1.104192e-01    0.460301        0.816884        0.303191       0.0              0.303191      
1.0              0.700363       -0.719428        0.133876       -0.492363        0.118975       -0.369913       -1.767168       -1.697102        0.203131       -4.365599e-02   -0.660106        2.005875        0.793464       1.0              2.005875      
1.0             -0.718113       -0.576380        0.285130        0.636943        1.039042       -0.083413       -1.654806       -1.935316       -0.185781       -7.297912e-02    1.103781        1.039556        0.504156       1.0              1.039556      
1.0              1.182399       -0.093487       -0.121383       -0.853980       -0.606128        0.845886       -0.234821       -1.404580        0.096107       -1.872058e-01    0.211885        1.570212        0.532397       1.0              1.570212      
1.0              0.023203        0.062940       -2.044445        0.109298       -0.553173        1.059343        0.426844       -1.449223       -0.001083        1.675056e-01   -0.271038       -0.559752        0.306702       1.0             -0.559752      
1.0              0.153147        0.869005        0.629788        0.703850       -1.324980       -1.342103        0.829223        0.601692       -0.127114        2.499328e-01    0.812825        1.050172        0.748206       0.0              0.748206      
1.0              0.677937       -0.041436       -1.572103        0.912437       -0.295159       -0.268455        0.295090       -0.664623        0.005565        1.292368e-01    0.096017        0.349307        0.624787       1.0              0.349307      
1.0             -0.646468       -1.683075       -0.550082        0.644448        0.269009        1.413458        0.490152       -0.435214       -0.043552        2.218763e-01   -0.315865        1.206342        0.952564       1.0              1.206342      
1.0              1.696974        0.330577       -3.036263       -0.954797       -0.644919        0.525204        1.150477       -1.834898       -0.256431        2.701635e-02    0.214365       -0.948453        0.244398       1.0             -0.948453      
1.0              0.346341        1.932011       -0.081961       -0.719190        0.261938        1.433217       -0.746565       -0.611764       -0.077278       -5.924239e-02   -1.174263       -0.140680       -0.049063       1.0             -0.140680      
1.0              1.866530        1.106940       -3.207236        1.339494       -0.927992        1.362157       -0.455171       -0.919626       -0.028398        2.806740e-01   -1.372037       -0.830668        0.539538       1.0             -0.830668      
1.0              0.283242        0.450411        0.393979       -1.524887       -2.229863       -0.910099       -0.515941       -1.068972        0.175984       -3.639908e-03    1.657048        1.134302        0.372881       1.0              1.134302      
1.0             -0.442949        1.095224        1.160549       -0.957393        0.858855        0.271276        1.773773       -1.736447       -0.293041       -1.245055e-01   -0.777909        0.571092        0.093951       1.0              0.571092      
