 const           X2              X3              U1              U0              V               Y1              Y0              D               Y             
1.0             -1.052617        0.625831        0.122796        0.041623       -0.417276        0.538593        0.278469       1.0              0.538593      
1.0             -0.859285       -0.993454        0.019417       -0.104027        0.376821        0.542514        0.181152       1.0              0.542514      
1.0              0.482736       -1.287104        0.026350        0.072025        0.430786        1.294269        0.692709       1.0              1.294269      
1.0              0.832563       -1.604825        0.016473       -0.077565        0.263810        1.478545        0.630575       1.0              1.478545      
1.0             -0.085754       -0.269234        0.027252       -0.023353        0.121304        0.979658        0.455209       1.0              0.979658      
1.0              0.213179        2.066787        0.041806        0.003219        0.541230        1.160121        0.556514       0.0              0.556514      
1.0             -0.944515        0.968367       -0.034479       -0.117761       -1.473536        0.441315        0.146111       1.0              0.441315      
1.0             -0.627565        0.463586        0.134085        0.027476        0.504939        0.785786        0.370585       0.0              0.370585      
1.0             -0.872465        0.019210       -0.129176       -0.036602        0.515256        0.386606        0.245282       0.0              0.245282      
1.0             -0.081159       -1.391081       -0.011792       -0.020102       -0.583408        0.943165        0.459608       1.0              0.943165      
1.0              0.341648       -1.517021        0.149297        0.026554        1.770051        1.338912        0.611965       0.0              0.611965      
1.0              0.210000        0.546775        0.161476        0.014909       -0.122338        1.278026        0.567409       1.0              1.278026      
1.0             -0.433580       -1.258444       -0.042368       -0.076064       -0.305464        0.716995        0.315541       1.0              0.716995      
1.0              0.771169       -0.747082        0.103632       -0.070276        1.083851        1.531631        0.622516       0.0              0.622516      
1.0              0.191613       -0.227611       -0.201838       -0.066433        0.434037        0.904507        0.481470       1.0              0.904507      
1.0              0.845493       -2.501846        0.014566        0.003534       -1.051107        1.483814        0.714907       1.0              1.483814      
1.0              1.094860        0.403762        0.029504       -0.079104       -0.166524        1.637152        0.694611       1.0              1.637152      
1.0              0.473990       -0.613312        0.092020        0.083448       -0.475416        1.355085        0.701945       1.0              1.355085      
1.0             -0.024417       -1.078528        0.019765        0.178086        0.412736        1.006213        0.671982       1.0              1.006213      
1.0              0.359946        0.953623        0.036804       -0.182833        0.515286        1.236574        0.407154       0.0              0.407154      
1.0             -0.725418        1.235817       -0.209137       -0.102826        0.502879        0.388256        0.215820       0.0              0.215820      
1.0              0.034000       -0.177795       -0.222490        0.000426       -0.870837        0.796380        0.508927       1.0              0.796380      
1.0              1.881213       -0.167001        0.114941        0.018652        0.991834        2.159014        0.988955       0.0              0.988955      
1.0              1.001868       -0.690654       -0.075592       -0.116422        0.018305        1.480445        0.634045       1.0              1.480445      
1.0             -0.654758       -1.439650        0.064189        0.121309        0.519692        0.700798        0.457620       1.0              0.700798      
1.0              0.329199       -1.520096        0.131811       -0.142081        1.078245        1.314517        0.440219       0.0              0.440219      
1.0             -0.124151        0.290949        0.136980       -0.093833       -1.235824        1.068076        0.375130       1.0              1.068076      
1.0              0.297034        0.614345        0.030210       -0.054913        0.363820        1.195064        0.519346       0.0              0.519346      
1.0              0.226103       -1.300110       -0.065303        0.059965        0.056578        1.060184        0.616490       1.0              1.060184      
1.0             -2.042915        0.509551       -0.118185        0.123762       -1.868217       -0.252002        0.113033       1.0             -0.252002      
1.0              0.472808       -0.971616        0.096503        0.031702        1.343472        1.358911        0.649904       0.0              0.649904      
1.0             -0.740881        0.328036       -0.041705        0.123253       -1.373166        0.547106        0.438033       1.0              0.547106      
1.0              1.048531       -1.742866        0.046696        0.107712        0.051461        1.628631        0.869844       1.0              1.628631      
1.0              0.583184        0.246387       -0.032114        0.161452       -0.645145        1.291553        0.807248       1.0              1.291553      
1.0             -0.481452        0.976717        0.058880        0.028895        2.013819        0.791674        0.408532       0.0              0.408532      
1.0             -0.098365       -0.194597       -0.120900       -0.100732       -1.263991        0.824507        0.374676       1.0              0.824507      
1.0              2.204328        0.470834        0.056187        0.069390       -0.443329        2.279589        1.120472       1.0              2.279589      
1.0             -3.511722       -0.745212        0.071093        0.147268       -0.487732       -0.877912       -0.230662       1.0             -0.877912      
1.0             -1.033327        0.573518       -0.002120        0.045458        0.824165        0.424383        0.287126       0.0              0.287126      
1.0              2.231968       -1.068781       -0.023401        0.031417        0.960071        2.215342        1.089409       0.0              1.089409      
1.0              1.299318        0.611928       -0.008125        0.155903       -1.387860        1.712997        0.980732       1.0              1.712997      
1.0             -0.061862        2.195019       -0.052456       -0.116207       -1.194232        0.913210        0.368328       1.0              0.913210      
1.0              1.447114        0.194165       -0.084107        0.043060        0.728042        1.719041        0.904839       0.0              0.904839      
1.0              0.362962       -0.414548       -0.057107       -0.080125       -0.239642        1.144336        0.510616       1.0              1.144336      
1.0              2.155339        1.262814        0.125095       -0.134402        2.215556        2.321309        0.904433       0.0              0.904433      
1.0             -1.732282       -0.684402       -0.019146        0.002440       -1.313267        0.019438        0.069370       1.0              0.019438      
1.0              0.151523        1.709664        0.041425       -0.024760       -0.185340        1.125520        0.513121       0.0              0.513121      
1.0              0.176760       -1.048825       -0.146779        0.005545       -0.556742        0.951322        0.549735       1.0              0.951322      
1.0              0.484128        1.076724       -0.107330        0.104361       -0.363609        1.161361        0.725393       1.0              1.161361      
1.0              0.725266       -1.507934       -0.042213        0.033920        0.219918        1.360309        0.715236       1.0              1.360309      
1.0              0.676705        0.427879        0.032894        0.083227       -0.660379        1.408466        0.752404       1.0              1.408466      
1.0              0.509326        1.086131        0.008758       -0.117309       -0.930433        1.291434        0.510022       1.0              1.291434      
1.0             -1.360447        2.017237       -0.011796       -0.142683       -0.231930        0.233156        0.017205       0.0              0.017205      
1.0              0.296151       -0.494958        0.136386        0.197433        1.154056        1.300749        0.771471       0.0              0.771471      
1.0             -0.818415       -1.390518        0.082311       -0.060934        0.083314        0.628091        0.234463       1.0              0.628091      
1.0             -0.996050        0.178825       -0.100223        0.014596       -0.074421        0.346969        0.265584       1.0              0.346969      
1.0             -1.718646       -0.996566       -0.004821       -0.044608        0.088320        0.041330        0.025730       1.0              0.041330      
1.0              0.117588       -0.426299       -0.316174        0.042761       -2.461419        0.749088        0.572158       1.0              0.749088      
1.0              0.191911        1.218591        0.065258       -0.016999       -0.310966        1.171769        0.530978       1.0              1.171769      
1.0             -0.698149       -0.368840        0.087517       -0.091650        0.704073        0.700044        0.233813       0.0              0.233813      
1.0              1.192252       -0.920798        0.192131        0.010185        0.993158        1.853831        0.808248       0.0              0.808248      
1.0              1.999642       -0.342842        0.003977        0.012125        0.546221        2.113779        1.012036       0.0              1.012036      
1.0             -0.581557       -0.745521        0.084018        0.172863        0.799301        0.761254        0.527473       0.0              0.527473      
1.0              1.068095        1.682964       -0.064123        0.174473       -1.724472        1.528670        0.941497       1.0              1.528670      
1.0             -1.631758       -1.288238        0.008279       -0.114369        0.091792        0.102653       -0.022308       1.0              0.102653      
1.0             -1.146257        0.139732        0.056321        0.112925        1.173606        0.420149        0.326360       0.0              0.326360      
1.0             -0.415635        0.591727       -0.079384       -0.087804        0.499857        0.689939        0.308287       0.0              0.308287      
1.0             -1.149699       -0.712580       -0.160252       -0.057540       -3.172671        0.201665        0.155035       1.0              0.201665      
1.0              0.487623       -0.536373       -0.133844        0.098487       -1.160344        1.136786        0.720392       1.0              1.136786      
1.0              2.075475        0.468992       -0.056620        0.072499       -0.548989        2.095269        1.091368       1.0              2.095269      
1.0             -0.890212        1.087838        0.015152       -0.003626        1.540791        0.521084        0.273821       0.0              0.273821      
1.0             -0.233206       -0.008364        0.063420       -0.015972        0.021230        0.933991        0.425726       1.0              0.933991      
1.0              0.167345       -0.583560       -0.002104        0.098720        0.403822        1.090772        0.640556       1.0              1.090772      
1.0             -0.097295       -0.223334        0.027542       -0.167581        0.376340        0.973543        0.308095       1.0              0.973543      
1.0             -0.364763       -1.154868       -0.074513        0.046224        0.893881        0.723044        0.455033       0.0              0.455033      
1.0             -0.232980       -0.135949       -0.024236        0.007200       -0.157800        0.846461        0.448955       1.0              0.846461      
1.0              1.581626       -0.564847        0.100511       -0.024204        1.377284        1.978313        0.871202       0.0              0.871202      
1.0              1.934846        0.556842       -0.023733        0.135481        0.290628        2.050107        1.119193       0.0              1.119193      
1.0             -0.885975       -0.469051       -0.070477       -0.033437       -0.866392        0.437807        0.245070       1.0              0.437807      
1.0              0.004341        1.746209        0.052654       -0.122221       -0.063343        1.055063        0.378864       0.0              0.378864      
1.0              1.965071        0.154929       -0.034748       -0.067381       -1.628731        2.055867        0.923887       1.0              2.055867      
1.0              0.366769       -0.110508       -0.098374        0.006916       -0.192834        1.105183        0.598608       1.0              1.105183      
1.0             -0.695945       -0.714576       -0.009560        0.054578       -1.560613        0.604191        0.380592       1.0              0.604191      
1.0             -0.353576       -0.062808       -0.124315       -0.024792       -0.666621        0.679451        0.386814       1.0              0.679451      
1.0              0.109326       -0.499857       -0.006896        0.136433       -0.137443        1.053780        0.663765       1.0              1.053780      
1.0             -0.276409       -0.584929        0.162424       -0.045015        0.671156        1.009017        0.385883       0.0              0.385883      
1.0              0.158264       -1.343814       -0.050505        0.027669        1.437833        1.037332        0.567235       0.0              0.567235      
1.0             -0.783931       -1.319848        0.033199       -0.137519        0.812201        0.598118        0.166498       1.0              0.598118      
1.0             -2.323685        0.515050        0.141463       -0.009797        1.072354       -0.148183       -0.090719       0.0             -0.090719      
1.0             -0.642651        0.590492        0.099390        0.170629        0.101607        0.742719        0.509966       1.0              0.742719      
1.0              1.806567       -0.658698        0.001776        0.040581       -0.503229        2.004421        0.992223       1.0              2.004421      
1.0              0.371726        0.528855        0.048723       -0.003649       -0.032754        1.255031        0.589282       1.0              1.255031      
1.0              0.761311        0.702275        0.064734       -0.109245       -0.034811        1.487261        0.581082       1.0              1.487261      
1.0             -0.079864       -1.473003        0.001474       -0.040751       -0.240303        0.957150        0.439283       1.0              0.957150      
1.0             -0.068691       -0.548475       -0.026864        0.078545        0.193335        0.935013        0.561372       1.0              0.935013      
1.0              1.133962        0.052846        0.028117       -0.086483        1.403828        1.657466        0.697008       0.0              0.697008      
1.0              1.940659       -0.396611        0.065192       -0.065695        2.030799        2.142258        0.919470       0.0              0.919470      
1.0             -0.220895        0.992787       -0.120749       -0.066698        0.076243        0.756654        0.378078       0.0              0.378078      
1.0             -0.084663        2.631398       -0.017927       -0.041453        0.212479        0.935085        0.437381       0.0              0.437381      
1.0              0.386307       -0.067098       -0.107735       -0.098484        0.290868        1.106665        0.498093       1.0              1.106665      
1.0             -1.496522        0.224240        0.016731        0.185310        1.166555        0.186162        0.311180       0.0              0.311180      
1.0              0.328943       -0.149491        0.029458       -0.268140       -0.048396        1.212022        0.314096       1.0              1.212022      
1.0              0.388184       -1.893019       -0.242971        0.004821       -2.084164        0.972471        0.601867       1.0              0.972471      
1.0             -1.002659       -0.059685       -0.169592       -0.169174       -1.325215        0.273933        0.080161       1.0              0.273933      
1.0             -0.640734       -1.758541       -0.041018        0.081608        0.080041        0.603375        0.421424       1.0              0.603375      
1.0             -1.911400       -0.449963       -0.001745       -0.025322        0.221213       -0.062571       -0.003172       1.0             -0.062571      
1.0              0.168872        2.224037        0.164576       -0.026229        2.029562        1.258300        0.515989       0.0              0.515989      
1.0              2.491564       -1.756276        0.101469        0.018233        1.413844        2.484287        1.141124       0.0              1.141124      
1.0             -0.476297        0.989202        0.191565       -0.198412        2.102897        0.927220        0.182514       0.0              0.182514      
1.0              1.447983        0.182594        0.020672        0.079548       -0.234639        1.824303        0.941543       1.0              1.824303      
1.0              2.021211       -0.933094        0.026428        0.101821       -2.270390        2.148200        1.107124       1.0              2.148200      
1.0             -0.620720        1.912381       -0.093418       -0.032509       -1.009216        0.562082        0.312311       1.0              0.562082      
1.0              0.026293       -0.312278        0.116451       -0.106771        1.019815        1.131044        0.399803       0.0              0.399803      
1.0              1.043984       -0.900367        0.018775       -0.013846        0.255065        1.598186        0.747150       1.0              1.598186      
1.0              1.338054        1.113548       -0.089305       -0.028251        1.072958        1.653315        0.806262       0.0              0.806262      
1.0              1.037323        0.830162        0.016997        0.027494       -1.457937        1.592712        0.786825       1.0              1.592712      
1.0             -0.333787        1.072316       -0.178534        0.048639       -0.269223        0.636215        0.465192       1.0              0.636215      
1.0              0.373265       -0.679111        0.025068        0.088491        1.083281        1.232230        0.681807       0.0              0.681807      
1.0             -1.072037        1.436448        0.128446       -0.000425       -0.194684        0.533466        0.231565       1.0              0.533466      
1.0              0.461517        0.343568        0.141563       -0.095097        0.768219        1.397705        0.520283       0.0              0.520283      
1.0              0.425203        0.372582        0.013509       -0.060376        0.077091        1.249496        0.545925       1.0              1.249496      
1.0             -0.272039       -0.940498       -0.057135        0.157331        0.100545        0.791883        0.589321       1.0              0.791883      
1.0              0.052719       -0.293302       -0.104740       -0.056180        0.717353        0.924519        0.457000       0.0              0.457000      
1.0             -0.945514        1.167081       -0.008789       -0.005781        0.168542        0.466451        0.257841       0.0              0.257841      
1.0              0.363495       -0.652185       -0.162763        0.062897       -2.010574        1.038976        0.653771       1.0              1.038976      
1.0             -1.887362        0.872489       -0.151827        0.194049        1.334820       -0.199313        0.222208       0.0              0.222208      
1.0             -1.062861       -0.989592        0.139563       -0.006425        0.574109        0.549675        0.227860       1.0              0.549675      
1.0             -0.979598        0.578520        0.028775        0.020978        0.274232        0.485098        0.276079       0.0              0.276079      
1.0             -0.097119       -1.565761        0.015945       -0.004984       -0.258373        0.962044        0.470736       1.0              0.962044      
1.0              2.125788        0.590551       -0.127358        0.015315       -0.559837        2.052454        1.046762       1.0              2.052454      
1.0             -0.404728        0.140897       -0.007015       -0.006587        0.138032        0.768360        0.392231       1.0              0.768360      
1.0             -0.601124        1.183872        0.110511       -0.015205        0.503192        0.776887        0.334514       0.0              0.334514      
1.0             -0.222322       -0.420697       -0.018149       -0.013880       -0.467601        0.858462        0.430539       1.0              0.858462      
1.0              0.264529        0.694948        0.159162        0.089890        1.921902        1.305976        0.656022       0.0              0.656022      
1.0             -0.666774       -1.468710        0.094452       -0.088702       -0.019106        0.724393        0.244604       1.0              0.724393      
1.0              0.006553        1.322676       -0.121791        0.024463       -1.634728        0.881846        0.526101       1.0              0.881846      
1.0              0.261819        1.548144        0.179021        0.056950        1.159368        1.324330        0.622404       0.0              0.622404      
1.0             -0.834287        0.671529        0.060396        0.115549        0.122118        0.597367        0.406977       0.0              0.406977      
1.0             -0.885074       -1.122271       -0.011362        0.039621       -1.479804        0.497422        0.318352       1.0              0.497422      
1.0             -0.897816       -0.530372       -0.079352        0.113569       -0.463947        0.422360        0.389115       1.0              0.422360      
1.0              0.880382       -0.696449        0.062816       -0.048130        0.240874        1.551427        0.671966       1.0              1.551427      
1.0              1.413697       -0.976433       -0.170070       -0.197441        1.012828        1.614532        0.655983       0.0              0.655983      
1.0              1.707205        1.557500        0.008212        0.096881       -0.983623        1.955711        1.023682       1.0              1.955711      
1.0             -1.844772       -0.376735       -0.191648        0.043670        0.602641       -0.215496        0.082477       0.0              0.082477      
1.0              2.422435       -2.014261        0.091333        0.143568       -1.304118        2.435784        1.249176       1.0              2.435784      
1.0             -0.825748       -1.243073       -0.105779       -0.046411       -0.912103        0.435931        0.247152       1.0              0.435931      
1.0              0.283546        0.515911       -0.139798        0.004814       -0.174159        1.017570        0.575701       1.0              1.017570      
1.0             -1.937650       -0.200492       -0.069118       -0.268198        1.281859       -0.144514       -0.252610       0.0             -0.252610      
1.0             -1.420126        0.848949        0.086202       -0.202531        0.955471        0.298032       -0.057563       0.0             -0.057563      
1.0              0.912860       -0.968747        0.104203       -0.025279        1.072931        1.610841        0.702936       0.0              0.702936      
1.0             -0.203059       -0.607301        0.034057       -0.057811        0.195095        0.921360        0.391424       1.0              0.921360      
1.0             -0.030903        0.564278       -0.111121        0.062239       -1.261438        0.871727        0.554513       1.0              0.871727      
1.0             -0.923386       -0.588337        0.001919        0.078932        0.507757        0.489440        0.348085       1.0              0.489440      
1.0              2.132202        1.592161       -0.051721       -0.008721        0.215350        2.131651        1.024330       0.0              1.024330      
1.0              0.781711       -0.110112       -0.051470       -0.221433       -1.093636        1.382379        0.473994       1.0              1.382379      
1.0             -1.880620        1.338695        0.022119       -0.021888       -0.204288       -0.021625        0.007957       1.0             -0.021625      
1.0             -0.869148       -0.479259       -0.010430       -0.070431       -1.558212        0.507193        0.212282       1.0              0.507193      
1.0             -1.012758       -0.652402        0.172106        0.021447        2.521321        0.610025        0.268257       0.0              0.268257      
1.0              0.476364        0.185776       -0.033263        0.078799       -0.754030        1.231119        0.697890       1.0              1.231119      
1.0             -1.534595       -1.316173       -0.129206        0.089124        0.180689        0.019094        0.205475       1.0              0.019094      
1.0              0.136649        1.080466       -0.055401        0.023896       -0.829596        1.020439        0.558058       1.0              1.020439      
1.0             -0.819782       -0.638063       -0.026664       -0.068760       -0.322289        0.518357        0.226294       1.0              0.518357      
1.0              0.113695        2.309112        0.012818        0.011231       -0.401686        1.075919        0.539655       0.0              0.539655      
1.0              0.312407       -0.509649       -0.049702       -0.077791       -0.655861        1.123684        0.500311       1.0              1.123684      
1.0             -0.693697       -1.890540        0.042552        0.006293       -0.916900        0.657550        0.332869       1.0              0.657550      
1.0             -0.186513       -0.462944       -0.011725        0.140730        0.777648        0.884761        0.594101       0.0              0.594101      
1.0             -0.415750        0.961966        0.064451        0.090878        0.784667        0.833710        0.486940       0.0              0.486940      
1.0             -0.976338        0.706394        0.045017       -0.016156        0.554145        0.503150        0.239760       0.0              0.239760      
1.0             -1.526549        1.334935       -0.035005        0.014951        0.325436        0.117760        0.133314       0.0              0.133314      
1.0             -0.034306        1.684285        0.150990       -0.018709        0.095483        1.131950        0.472714       0.0              0.472714      
1.0              2.659937        0.548217       -0.103046       -0.168522       -0.198318        2.373219        0.996462       1.0              2.373219      
1.0             -1.236409        0.293963       -0.137523        0.126284       -0.414594        0.176270        0.317182       1.0              0.176270      
1.0              1.187205        1.380049        0.104135        0.094281        0.791908        1.763034        0.891082       0.0              0.891082      
1.0             -2.490660        0.881273       -0.073861        0.074107       -0.880711       -0.456177       -0.048558       1.0             -0.456177      
1.0              0.613731        0.029835       -0.158148       -0.053869       -1.104283        1.182473        0.599563       1.0              1.182473      
1.0              0.307099       -0.022328        0.057874        0.088107        0.085255        1.228314        0.664882       1.0              1.228314      
1.0             -1.495322        0.024843        0.067879       -0.006461        2.107759        0.237975        0.119709       0.0              0.119709      
1.0              2.481572        0.749448       -0.015689       -0.051845       -0.043991        2.361583        1.068548       1.0              2.361583      
1.0              1.245682       -1.192878       -0.161501       -0.029397       -1.430462        1.529853        0.782023       1.0              1.529853      
1.0             -0.290624       -1.971689       -0.113049       -0.004935        0.526066        0.725655        0.422409       1.0              0.725655      
1.0             -1.472080        0.790556        0.070411        0.045885        0.969519        0.253407        0.177865       0.0              0.177865      
1.0              0.383386        0.955525        0.026563       -0.028919        0.409527        1.239342        0.566928       0.0              0.566928      
1.0             -0.414594        0.782542       -0.113238       -0.136144        0.062228        0.656662        0.260208       1.0              0.656662      
1.0              0.381657        0.172004        0.265635        0.141742        2.002786        1.477455        0.737156       0.0              0.737156      
1.0             -1.140850       -1.366757       -0.085661        0.022822       -0.018106        0.281167        0.237610       1.0              0.281167      
1.0             -0.415579       -0.817003       -0.154905        0.054549       -0.892726        0.614448        0.450654       1.0              0.614448      
1.0              0.239911       -0.197267        0.131875       -0.176176        1.608969        1.265026        0.383802       0.0              0.383802      
1.0              0.352687        0.480163        0.099453       -0.069745        1.350710        1.295194        0.518427       0.0              0.518427      
1.0              0.825331       -1.771028        0.075752        0.056428        0.395501        1.533811        0.762761       1.0              1.533811      
1.0             -1.415080        0.345519        0.010769       -0.159782        1.764125        0.225400       -0.013552       0.0             -0.013552      
1.0             -0.019083        0.598453       -0.015724       -0.039192        0.379663        0.973685        0.456038       0.0              0.456038      
1.0              0.354420        0.315851        0.115353       -0.068405        2.200691        1.312056        0.520200       0.0              0.520200      
1.0             -0.100428       -1.318466       -0.174128       -0.051365       -1.989983        0.770135        0.423528       1.0              0.770135      
1.0              0.648846       -0.071153       -0.000635       -0.020639       -0.848267        1.359475        0.641572       1.0              1.359475      
1.0              0.193610       -1.087555        0.055528       -0.024690       -0.809613        1.162982        0.523713       1.0              1.162982      
1.0              0.208387       -0.699946       -0.163807       -0.079051       -1.403704        0.951848        0.473046       1.0              0.951848      
1.0              1.090007        0.662510       -0.082888       -0.081784        0.007754        1.522067        0.690718       1.0              1.522067      
1.0             -0.446908       -0.343681       -0.078261       -0.056683       -0.204070        0.673705        0.331590       1.0              0.673705      
1.0             -1.082430        0.339605        0.171288        0.106704        0.585152        0.570540        0.336097       0.0              0.336097      
1.0              0.219208       -1.398631       -0.058966       -0.122213        0.422807        1.062695        0.432589       1.0              1.062695      
1.0              0.890584        0.213575        0.058087       -0.068346       -0.259214        1.552360        0.654300       1.0              1.552360      
1.0              0.577228       -2.588418        0.069498        0.096755        1.247731        1.389860        0.741062       1.0              1.389860      
1.0             -0.113187        0.481144       -0.040073       -0.056623       -0.858953        0.897109        0.415080       1.0              0.897109      
1.0             -0.974833        0.374302        0.081304       -0.005787        0.859862        0.540272        0.250504       0.0              0.250504      
1.0              1.603160       -0.108859        0.023160       -0.088435        0.063999        1.912914        0.812355       1.0              1.912914      
1.0             -0.178675       -0.153857       -0.071418       -0.003847       -0.320528        0.829418        0.451485       1.0              0.829418      
1.0             -0.077115       -0.963667       -0.028598       -0.050466       -0.107392        0.928603        0.430255       1.0              0.928603      
1.0              0.203449       -0.589851       -0.008228        0.175755        0.174925        1.104686        0.726617       1.0              1.104686      
1.0             -0.015517       -0.567910       -0.086833       -0.082108       -0.284688        0.904555        0.414013       1.0              0.904555      
1.0             -0.810787       -0.121009        0.017217       -0.081240        0.062258        0.567230        0.216063       1.0              0.567230      
1.0             -1.857335        1.122725        0.150038       -0.104349        2.062244        0.119217       -0.068683       0.0             -0.068683      
1.0              0.739044        0.308514       -0.111888        0.045650        0.773116        1.298282        0.730411       0.0              0.730411      
1.0              0.617004        1.135359       -0.091362       -0.111911        0.032627        1.251075        0.542340       0.0              0.542340      
1.0             -0.869714        1.391486        0.060517       -0.220419        0.617784        0.577826        0.062152       0.0              0.062152      
1.0             -0.498017        0.435770        0.032445        0.105073       -0.603251        0.756046        0.480569       1.0              0.756046      
1.0             -0.172353        0.152198       -0.210372       -0.038024       -0.654925        0.693972        0.418888       1.0              0.693972      
1.0              1.053847       -1.894293       -0.120735       -0.041572        0.739120        1.464150        0.721890       1.0              1.464150      
1.0              0.133254        0.390068        0.053530       -0.034836        0.308999        1.127486        0.498478       0.0              0.498478      
1.0             -1.008655        1.778256       -0.032899       -0.147871       -0.192929        0.407298        0.099965       0.0              0.099965      
1.0              0.117987       -0.962094       -0.022623        0.048274        0.726774        1.042860        0.577771       1.0              1.042860      
1.0             -2.093311        1.320826       -0.160535        0.134554       -1.125335       -0.322322        0.111227       1.0             -0.322322      
1.0             -0.146849        1.379587       -0.016394       -0.034017       -0.492100        0.902104        0.429271       1.0              0.902104      
1.0             -0.009657       -0.293458       -0.042698       -0.043722        0.563292        0.951942        0.453864       0.0              0.453864      
1.0             -1.086796       -0.599245        0.036136       -0.041575        0.436799        0.432964        0.186726       1.0              0.432964      
1.0              0.199967       -0.666935        0.112450        0.120267        0.102972        1.223432        0.670259       1.0              1.223432      
1.0              0.205541        0.039823       -0.064369       -0.135630        2.066616        1.049706        0.415755       0.0              0.415755      
1.0              0.648308        0.103492        0.150993        0.055608        1.329167        1.510804        0.717685       0.0              0.717685      
1.0              0.764898       -0.351316       -0.047162        0.159238       -1.959531        1.377357        0.850463       1.0              1.377357      
1.0             -1.119620        0.646547        0.045239        0.012614       -0.396173        0.423850        0.232709       1.0              0.423850      
1.0              1.744706        0.102725       -0.072154        0.128898        0.316500        1.896158        1.065075       1.0              1.896158      
1.0              0.176826       -1.311358        0.013186        0.032431       -0.664620        1.111325        0.576638       1.0              1.111325      
1.0             -0.090294       -0.227578       -0.032589       -0.178418       -0.124097        0.917298        0.299009       1.0              0.917298      
1.0             -1.944696        1.098924       -0.183810       -0.107562       -0.929655       -0.263116       -0.093736       1.0             -0.263116      
1.0              1.041864       -0.129473       -0.230686        0.049117       -2.679352        1.347548        0.809583       1.0              1.347548      
1.0              0.300930       -0.713290       -0.156496       -0.036755       -1.303530        1.010520        0.538478       1.0              1.010520      
1.0             -0.206155        0.307296        0.004866       -0.079194       -0.296288        0.890450        0.369267       1.0              0.890450      
1.0             -1.222338       -0.870447        0.088158        0.018746       -0.352689        0.409760        0.213162       1.0              0.409760      
1.0              1.556390       -0.621906       -0.132613        0.131426       -1.686085        1.731183        1.020524       1.0              1.731183      
1.0             -0.880888        0.950629        0.109947        0.050148       -1.147030        0.621055        0.329926       1.0              0.621055      
1.0             -0.668263       -0.318177        0.124515       -0.033458        0.887822        0.753629        0.299476       0.0              0.299476      
1.0             -1.514218        1.469992       -0.092456       -0.111189        0.031162        0.067152        0.010257       0.0              0.010257      
1.0              0.630108        0.024146       -0.040062       -0.022883       -0.277182        1.309648        0.634644       1.0              1.309648      
1.0              0.854725        0.216243        0.144148        0.172940        1.167484        1.618520        0.886622       0.0              0.886622      
1.0              0.585027       -0.464083       -0.073437        0.034069        0.642270        1.251253        0.680326       0.0              0.680326      
1.0              0.613793       -0.742357       -0.141298        0.047679        0.349281        1.199357        0.701127       1.0              1.199357      
1.0              0.811225        0.142338        0.045515       -0.018797        0.843139        1.495745        0.684010       0.0              0.684010      
1.0             -0.291547       -0.021713        0.077675       -0.039291       -0.683210        0.915866        0.387823       1.0              0.915866      
1.0             -0.917503        1.354653        0.087818        0.137731       -0.145723        0.578604        0.408355       0.0              0.408355      
1.0              0.182657       -0.836443       -0.006131        0.038490        0.503981        1.095243        0.584154       1.0              1.095243      
1.0              0.043916        0.268673        0.101156       -0.080180        0.101270        1.125530        0.430799       1.0              1.125530      
1.0             -2.021812       -2.650675        0.035269       -0.039143       -0.562162       -0.086837       -0.044596       1.0             -0.086837      
1.0              1.192776        0.021954        0.003818        0.040010        0.593747        1.665809        0.838204       0.0              0.838204      
1.0              2.088889       -1.375740       -0.134244       -0.020978       -0.218670        2.025090        1.001244       1.0              2.025090      
1.0              0.602066        2.153293       -0.089026        0.101722       -1.790140        1.245121        0.752238       1.0              1.245121      
1.0             -0.307745        0.517070        0.081247       -0.058625        1.046451        0.910449        0.364439       0.0              0.364439      
1.0             -1.367656       -0.378762        0.081634       -0.080404        0.696234        0.322585        0.077682       0.0              0.077682      
1.0              0.725437       -0.496298        0.053923        0.038466        1.803491        1.456540        0.719826       0.0              0.719826      
1.0              0.824777       -1.123671       -0.017578       -0.069830        0.697345        1.440173        0.636365       1.0              1.440173      
1.0              2.450624       -0.102088        0.009802        0.071997        0.588659        2.369898        1.184653       0.0              1.184653      
1.0             -1.415155       -0.577215       -0.143027       -0.095410       -0.230503        0.071562        0.050801       1.0              0.071562      
1.0             -0.832308        2.041284        0.068541        0.042807       -0.157611        0.606611        0.334730       0.0              0.334730      
1.0             -0.974787       -0.577089        0.062711        0.031571        0.236632        0.521704        0.287874       1.0              0.521704      
1.0             -1.153166        0.741526       -0.107372       -0.068080       -0.411783        0.252620        0.143629       1.0              0.252620      
1.0             -0.354275       -0.246050        0.005226       -0.026447        0.605069        0.808603        0.384984       0.0              0.384984      
1.0              0.085423        0.445685       -0.160324       -0.084831        0.317725        0.887086        0.436525       0.0              0.436525      
1.0             -0.655913       -0.319943        0.126459        0.062177        1.270293        0.762427        0.398199       0.0              0.398199      
1.0             -0.817101       -0.026121       -0.136875        0.087597       -0.854400        0.409634        0.383322       1.0              0.409634      
1.0              0.321243       -2.298251       -0.164597       -0.065418       -1.607405        1.013692        0.514893       1.0              1.013692      
1.0             -0.024916       -0.529679        0.006321        0.107540        0.745545        0.992492        0.601311       0.0              0.601311      
1.0              1.037953       -1.538231       -0.065756        0.086514       -1.803251        1.510308        0.846002       1.0              1.510308      
